category;criteria_txt;danger;date_inscribed;extension;http_url;id_number;image_url;iso_code;justification;latitude;location;longitude;region;revision;secondary_dates;short_description;site;states;transboundary;unique_number
Cultural;(i)(ii)(iii)(iv);;1987;1;https://whc.unesco.org/fr/list/439;439;https://whc.unesco.org/uploads/sites/site_439.jpg;cn;Siège du pouvoir suprême pendant plus de cinq siècles (1416-1911), la Cité interdite à Beijing, avec ses jardins paysagers et ses nombreux bâtiments dont près de 10 000 salles renferment meubles et œuvres d’art, constitue un témoignage inestimable de la civilisation chinoise au temps des Ming et des Qing. Le palais impérial de la dynastie Qing à Shenyang est constitué de 114 édifices construits entre 1625-26 et 1783. Il comporte une importante bibliothèque et témoigne de la fondation de la dernière dynastie qui dirigea la Chine avant son expansion vers le centre du pays et le transfert de la capitale à Beijing. Le palais impérial de Shenyang devint une annexe du palais impérial de Beijing. Cet ensemble architectural remarquable représente un important témoignage de l’histoire de la dynastie Qing et des traditions culturelles des Mandchous et des autres tribus du nord de la Chine.;41.7941666700;"                        
            
            ";123.4469444000;Asie et pacifique;0;2004;Siège du pouvoir suprême pendant plus de cinq siècles (1416-1911), la Cité interdite à Beijing, avec ses jardins paysagers et ses nombreux bâtiments dont près de 10 000 salles renferment meubles et œuvres d’art, constitue un témoignage inestimable de la civilisation chinoise au temps des Ming et des Qing. Le palais impérial de la dynastie Qing à Shenyang est constitué de 114 édifices construits entre 1625-26 et 1783. Il comporte une importante bibliothèque et témoigne de la fondation de la dernière dynastie qui dirigea la Chine avant son expansion vers le centre du pays et le transfert de la capitale à Beijing. Le palais impérial de Shenyang devint une annexe du palais impérial de Beijing. Cet ensemble architectural remarquable représente un important témoignage de l’histoire de la dynastie Qing et des traditions culturelles des Mandchous et des autres tribus du nord de la Chine.;Palais impériaux des dynasties Ming et Qing à Beijing et à Shenyang;Chine;0;510
Cultural;(i)(ii)(iii)(iv)(v)(vi);;1987;0;https://whc.unesco.org/fr/list/440;440;https://whc.unesco.org/uploads/sites/site_440.jpg;cn;;40.1333300000;"            
            ";94.8166700000;Asie et pacifique;0;;Situées en un point stratégique de la Route de la soie, à un carrefour de la circulation des richesses et des influences religieuses, intellectuelles et culturelles, les 492 cellules et sanctuaires rupestres de Mogao sont célèbres pour leurs statues et leurs peintures murales, qui reflètent un millénaire d'art bouddhique.;Grottes de Mogao;Chine;0;511
Cultural;(i)(iii)(iv)(vi);;1987;0;https://whc.unesco.org/fr/list/441;441;https://whc.unesco.org/uploads/sites/site_441.jpg;cn;;34.3833333300;"                        
            
            ";109.1000000000;Asie et pacifique;0;;Sur ce site archéologique qui ne fut découvert qu'en 1974, il reste sans doute des milliers de statues à mettre au jour. C'est là que Qin, premier unificateur de la Chine, mort en 210 av. J.-C., repose au centre d'un ensemble qui évoque le schéma urbain de sa capitale Xianyan, entouré d'une armée de guerriers en terre cuite devenus rapidement célèbres dans le monde. Ces personnages, tous différents, avec leurs chevaux, leurs chars et leurs armes, sont des chefs-d'œuvre de réalisme, qui constituent aussi un témoignage historique inestimable.;Mausolée du premier empereur Qin;Chine;0;512
Cultural;(iii)(vi);;1987;0;https://whc.unesco.org/fr/list/449;449;https://whc.unesco.org/uploads/sites/site_449.jpg;cn;;39.7333333300;"            
            ";115.9166667000;Asie et pacifique;0;;À 42 km au sud-ouest de Pékin, le site, dont l'exploitation scientifique continue, a permis notamment de découvrir, accompagnés d'objets variés, les restes de Sinanthropus pekinensis, qui vivait au pléistocène moyen, puis des restes d'Homo sapiens sapiens, datables de -18 000 à -11 000. Le site n'apporte pas seulement un témoignage exceptionnel sur les sociétés humaines du continent asiatique à une époque très reculée, mais illustre aussi le processus de l'évolution.;Site de l'homme de Pékin à Zhoukoudian;Chine;0;521
Natural;(vii);;1992;0;https://whc.unesco.org/fr/list/637;637;https://whc.unesco.org/uploads/sites/site_637.jpg;cn;;33.0833300000;"            
            ";103.9166700000;Asie et pacifique;0;;S'étendant sur une superficie de 72 000 ha dans le nord de la province du Sichuan, la vallée de Jiuzhaigou, extrêmement accidentée, culmine à plus de 4 800 m d'altitude et comprend de ce fait une série d'écosystèmes forestiers très variés. Ses superbes paysages se caractérisent notamment par un chapelet de cônes karstiques étroits et des chutes d'eau spectaculaires. La vallée abrite, en outre, quelque 140 espèces d'oiseaux, ainsi qu'un certain nombre d'espèces végétales et animales menacées, dont le panda géant et le takin du Sichuan.;Région d'intérêt panoramique et historique de la vallée de Jiuzhaigou;Chine;0;757
Natural;(vii);;1992;0;https://whc.unesco.org/fr/list/638;638;https://whc.unesco.org/uploads/sites/site_638.jpg;cn;;32.7541700000;"                        
            
            ";103.8222200000;Asie et pacifique;0;;Dans le nord-ouest de la province du Sichuan, la région de Huanglong comprend des sommets couverts de neiges éternelles et le glacier chinois situé le plus à l'est. À ses paysages de montagne s'ajoutent des écosystèmes forestiers très variés, associés à des formations karstiques spectaculaires, des chutes d'eau et des sources d'eau chaude. La région abrite un certain nombre d'espèces animales menacées, dont le panda géant et le singe doré à nez camus du Sichuan.;Région d'intérêt panoramique et historique de Huanglong;Chine;0;758
Natural;(vii);;1992;0;https://whc.unesco.org/fr/list/640;640;https://whc.unesco.org/uploads/sites/site_640.jpg;cn;;29.3333300000;"            
            ";110.5000000000;Asie et pacifique;0;;S'étendant sur plus de 26 000 ha dans la province du Hunan, le site est dominé par plus de 3 000 piliers et pics de grès à quartzite dont beaucoup ont plus de 200 m de haut. Il se caractérise aussi par la présence de torrents, de gorges, d'étangs et d'une quarantaine de grottes, ainsi que de deux très grands ponts naturels. À l'extraordinaire beauté des paysages s'ajoute le fait que la région abrite un certain nombre d'espèces végétales et animales menacées d'extinction.;Région d'intérêt panoramique et historique de Wulingyuan;Chine;0;760
Cultural;(ii)(iv);;1994;0;https://whc.unesco.org/fr/list/703;703;https://whc.unesco.org/uploads/sites/site_703.jpg;cn;;40.9869400000;"                        
            
            ";117.9383300000;Asie et pacifique;0;;La résidence de montagne, palais d'été de la dynastie Qing dans la province du Hebei, fut construite de 1703 à 1792. C'est un vaste ensemble de palais et de bâtiments administratifs et cérémoniels, de temples aux architectures très variées et de jardins impériaux s'intégrant subtilement à un paysage de lacs, de pâturages et de forêts. Outre son intérêt esthétique, la résidence de montagne est un témoignage historique précieux sur le développement final de la société féodale en Chine.;Résidence de montagne et temples avoisinants à Chengde;Chine;0;831
Cultural;(i)(iv)(vi);;1994;0;https://whc.unesco.org/fr/list/704;704;https://whc.unesco.org/uploads/sites/site_704.jpg;cn;;35.6116700000;"            
            ";116.9750000000;Asie et pacifique;0;;Le temple, le cimetière et la demeure de famille du grand philosophe, politicien et éducateur Confucius (VIe -Ve siècle av. J.-C.), sont situés à Qufu, ville de la province de Shandong. Le temple construit à sa mémoire en 478 av. J.-C., détruit et reconstruit au cours des siècles, compte aujourd'hui plus de cent bâtiments. Le cimetière contient les tombes de Confucius et de plus de 100 000 de ses descendants. La petite maison de la famille Kong est devenue une demeure aristocratique gigantesque dont subsistent 152 bâtiments. L'ensemble des monuments de Qufu a préservé son exceptionnelle qualité artistique et historique grâce à la dévotion des empereurs de Chine pendant plus de deux millénaires.;Temple et cimetière de Confucius et résidence de la famille Kong à Qufu;Chine;0;832
Cultural;(i)(ii)(vi);;1994;0;https://whc.unesco.org/fr/list/705;705;https://whc.unesco.org/uploads/sites/site_705.jpg;cn;;32.4666700000;"            
            ";111.0000000000;Asie et pacifique;0;;Les palais et temples qui constituent le noyau de ce complexe de bâtiments séculaires et religieux forment une réalisation architecturale et artistique exemplaire de l'époque des dynasties chinoises des Yuan, Ming et Qing. Les flancs des montagnes de Wudang (province du Hubei) et leurs vallées panoramiques abritent ce site qui fut construit en tant qu'ensemble organisé pendant la dynastie des Ming (XIVe -XVIIe siècle) et qui comporte également des bâtiments taoïstes datant du VIIe siècle. L'ensemble représente l'apogée de l'architecture et de l'art chinois sur une période d'environ un millénaire.;Ensemble de bâtiments anciens des montagnes de Wudang;Chine;0;833
Cultural;(i)(iv)(vi);;1994;1;https://whc.unesco.org/fr/list/707;707;https://whc.unesco.org/uploads/sites/site_707.jpg;cn;;29.6579200000;"            Lhasa, région autonome du Tibet
            ";91.1171700000;Asie et pacifique;0;2000, 2001;Le palais du Potala, palais d'hiver du dalaï-lama depuis le VIIe siècle, symbolise le bouddhisme tibétain et son rôle central dans l'administration traditionnelle au Tibet. Le complexe s'élève sur la Colline rouge au centre de la vallée de Lhasa, à 3 700 m d'altitude. Il comprend le Palais blanc et le Palais rouge, et leurs bâtiments annexes. Fondé également au VIIe siècle, le monastère du Temple de Jokhang est un complexe religieux bouddhiste exceptionnel. Norbulingka, le palais d'été du dalaï-lama, construit au XVIIIe siècle, est un chef d'œuvre de l'art tibétain. La beauté et l'originalité de l'architecture de ces trois sites, leur riche décoration et leur intégration harmonieuse dans un paysage admirable s'ajoutent à leur intérêt historique et religieux.;Ensemble historique du Palais du Potala, Lhasa;Chine;0;837
Cultural;(ii)(iii)(iv)(vi);;1996;0;https://whc.unesco.org/fr/list/778;778;https://whc.unesco.org/uploads/sites/site_778.jpg;cn;Le site du mont Lushan, dans le Jiangxi, constitue l'un des foyers spirituels de la civilisation chinoise. Temples bouddhistes et taoïstes et hauts lieux du confucianisme, où enseignèrent les plus grands maîtres, s'y fondent harmonieusement dans un paysage d'une saisissante beauté dont s'inspirèrent d'innombrables artistes qui consacrèrent l'approche esthétique de la nature propre à la culture chinoise.;29.4333333300;"            
            ";115.8666667000;Asie et pacifique;0;;Le site du mont Lushan, dans le Jiangxi, constitue l'un des foyers spirituels de la civilisation chinoise. Temples bouddhistes et taoïstes et hauts lieux du confucianisme, où enseignèrent les plus grands maîtres, s'y fondent harmonieusement dans un paysage d'une saisissante beauté dont s'inspirèrent d'innombrables artistes qui consacrèrent l'approche esthétique de la nature propre à la culture chinoise.;Parc national de Lushan;Chine;0;921
Mixed;(iv)(vi)(x);;1996;0;https://whc.unesco.org/fr/list/779;779;https://whc.unesco.org/uploads/sites/site_779.jpg;cn;C'est ici, dans le paysage d'une grande beauté sur du mont Emei, dans le Sichuan, que fut édifié au Ie r siècle le premier temple bouddhiste chinois. La multiplication ultérieure des temples fit de ce site l'un des principaux lieux sacrés du bouddhisme. Au cours des siècles, les trésors culturels s'y accumulèrent, le plus saisissant étant le grand Bouddha de Leshan érigé au VIIIe siècle. Cette statue taillée à flanc de colline, qui domine le confluent de trois fleuves de ses 71 m de haut, est la plus grande statue de Bouddha du monde. Le mont Emei se distingue également par la grande diversité de sa flore, depuis les zones végétales subtropicales jusqu'aux forêts de conifères subalpines, dont certains arbres ont plus de 1 000 ans.;29.5449000000;"                        
            
            ";103.7692500000;Asie et pacifique;0;;C'est ici, dans le paysage d'une grande beauté sur du mont Emei, dans le Sichuan, que fut édifié au Ie r siècle le premier temple bouddhiste chinois. La multiplication ultérieure des temples fit de ce site l'un des principaux lieux sacrés du bouddhisme. Au cours des siècles, les trésors culturels s'y accumulèrent, le plus saisissant étant le grand Bouddha de Leshan érigé au VIIIe siècle. Cette statue taillée à flanc de colline, qui domine le confluent de trois fleuves de ses 71 m de haut, est la plus grande statue de Bouddha du monde. Le mont Emei se distingue également par la grande diversité de sa flore, depuis les zones végétales subtropicales jusqu'aux forêts de conifères subalpines, dont certains arbres ont plus de 1 000 ans.;Paysage panoramique du mont Emei, incluant le paysage panoramique du grand Bouddha  de Leshan;Chine;0;922
Cultural;(ii)(iii)(iv);;1997;0;https://whc.unesco.org/fr/list/812;812;https://whc.unesco.org/uploads/sites/site_812.jpg;cn;Ping Yao est un exemple exceptionnellement bien préservé de cité chinoise Han traditionnelle fondée au XIVe siècle. Son tissu urbain est l'exemple même de l'évolution des styles architecturaux et de l'urbanisme en Chine impériale durant cinq siècles. Les imposants édifices liés à l'activité bancaire sont particulièrement intéressants et rappellent que Ping Yao fut le plus grand centre bancaire de toute la Chine au XIXe siècle et au début du XXe siècle.;37.2013900000;"            
            ";112.1544400000;Asie et pacifique;0;;Ping Yao est un exemple exceptionnellement bien préservé de cité chinoise Han traditionnelle fondée au XIVe siècle. Son tissu urbain est l'exemple même de l'évolution des styles architecturaux et de l'urbanisme en Chine impériale durant cinq siècles. Les imposants édifices liés à l'activité bancaire sont particulièrement intéressants et rappellent que Ping Yao fut le plus grand centre bancaire de toute la Chine au XIXe siècle et au début du XXe siècle.;Vieille ville de Ping Yao;Chine;0;959
Cultural;(i)(ii)(iii)(iv)(v);;1997;1;https://whc.unesco.org/fr/list/813;813;https://whc.unesco.org/uploads/sites/site_813.jpg;cn;Le paysagisme classique chinois, qui cherche à recréer des paysages naturels en miniature, est représenté de façon exceptionnelle dans les neuf jardins de la ville historique de Suzhou, universellement reconnus comme étant des chefs-d'œuvre du genre. Aménagés du XIe au XIXe siècle, ils reflètent dans leur conception méticuleuse la grande importance métaphysique de la beauté naturelle dans la culture chinoise.;31.3166666700;"                                                
            
            
            
            ";120.4500000000;Asie et pacifique;0;2000;Le paysagisme classique chinois, qui cherche à recréer des paysages naturels en miniature, est représenté de façon exceptionnelle dans les neuf jardins de la ville historique de Suzhou, universellement reconnus comme étant des chefs-d'œuvre du genre. Aménagés du XIe au XIXe siècle, ils reflètent dans leur conception méticuleuse la grande importance métaphysique de la beauté naturelle dans la culture chinoise.;Jardins classiques de Suzhou;Chine;0;961
Cultural;(i)(ii)(iii);;1998;0;https://whc.unesco.org/fr/list/880;880;https://whc.unesco.org/uploads/sites/site_880.jpg;cn;Le palais d'Été de Beijing, créé en 1750, détruit en grande partie au cours de la guerre de 1860, puis restauré sur ses fondations d'origine en 1886, est un chef-d'œuvre de l'art des jardins paysagers chinois. Il intègre le paysage naturel des collines et des plans d'eau à des éléments de fabrication humaine tels que pavillons, salles, palais, temples et ponts, pour en faire un ensemble harmonieux et exceptionnel du point de vue esthétique.;39.9105555600;"            Beijing
            ";116.1411111000;Asie et pacifique;0;;Le palais d'Été de Beijing, créé en 1750, détruit en grande partie au cours de la guerre de 1860, puis restauré sur ses fondations d'origine en 1886, est un chef-d'œuvre de l'art des jardins paysagers chinois. Il intègre le paysage naturel des collines et des plans d'eau à des éléments de fabrication humaine tels que pavillons, salles, palais, temples et ponts, pour en faire un ensemble harmonieux et exceptionnel du point de vue esthétique.;Palais d'Été, Jardin impérial de Beijing;Chine;0;1032
Cultural;(i)(ii)(iii);;1998;0;https://whc.unesco.org/fr/list/881;881;https://whc.unesco.org/uploads/sites/site_881.jpg;cn;Fondé dans la première moitié du XVe siècle, le temple du Ciel forme un ensemble majestueux de bâtiments dédiés au culte, situés dans des jardins et entourés de pinèdes historiques. Son agencement global, comme celui de chaque édifice, symbolise la relation entre le ciel et la terre – le monde humain et le monde divin – essence de la cosmogonie chinoise, ainsi que le rôle particulier des empereurs dans cette relation.;39.8455555600;"            Beijing
            ";116.4447222000;Asie et pacifique;0;;Fondé dans la première moitié du XVe siècle, le temple du Ciel forme un ensemble majestueux de bâtiments dédiés au culte, situés dans des jardins et entourés de pinèdes historiques. Son agencement global, comme celui de chaque édifice, symbolise la relation entre le ciel et la terre – le monde humain et le monde divin – essence de la cosmogonie chinoise, ainsi que le rôle particulier des empereurs dans cette relation.;Temple du Ciel, autel sacrificiel impérial à Beijing;Chine;0;1033
Cultural;(i)(ii)(iii);;1999;0;https://whc.unesco.org/fr/list/912;912;https://whc.unesco.org/uploads/sites/site_912.jpg;cn;Les montagnes abruptes de la région de Dazu abritent une série exceptionnelle de sculptures rupestres datant du IXe au XIIIe siècle. Celles-ci sont remarquables à plusieurs égards : leur grande qualité esthétique, la richesse de leurs sujets, tant séculiers que religieux, et l'éclairage qu'elles portent sur la vie quotidienne en Chine à cette époque. Elles témoignent aussi de façon éclatante de la fusion harmonieuse du bouddhisme, du taoïsme et du confucianisme.;29.7011100000;"                        Comté de Dazu, municipalité de Chongqing
          
            
            ";105.7050000000;Asie et pacifique;0;;Les montagnes abruptes de la région de Dazu abritent une série exceptionnelle de sculptures rupestres datant du IXe au XIIIe siècle. Celles-ci sont remarquables à plusieurs égards : leur grande qualité esthétique, la richesse de leurs sujets, tant séculiers que religieux, et l'éclairage qu'elles portent sur la vie quotidienne en Chine à cette époque. Elles témoignent aussi de façon éclatante de la fusion harmonieuse du bouddhisme, du taoïsme et du confucianisme.;Sculptures rupestres de Dazu;Chine;0;1065
Cultural;(ii)(iv)(vi);;2000;0;https://whc.unesco.org/fr/list/1001;1001;https://whc.unesco.org/uploads/sites/site_1001.jpg;cn;La construction du système d'irrigation de Dujiangyan a commencé au IIIe siècle av. J.-C. Le système continue de réguler les eaux de la rivière Minjiang et de les distribuer sur les terres fertiles des plaines de Chengdu. Le Mont Qingcheng est le berceau du taoïsme qui est célébré par une série de temples anciens.;31.0016700000;"            Dujiangyan, province du Sichuan
            ";103.6052800000;Asie et pacifique;0;;La construction du système d'irrigation de Dujiangyan a commencé au IIIe siècle av. J.-C. Le système continue de réguler les eaux de la rivière Minjiang et de les distribuer sur les terres fertiles des plaines de Chengdu. Le Mont Qingcheng est le berceau du taoïsme qui est célébré par une série de temples anciens.;Mont Qingcheng et système d’irrigation de Dujiangyan;Chine;0;1167
Cultural;(iii)(iv)(v);;2000;0;https://whc.unesco.org/fr/list/1002;1002;https://whc.unesco.org/uploads/sites/site_1002.jpg;cn;Les deux villages traditionnels de Xidi et de Hongcun ont conservé à un degré remarquable l'aspect propre aux peuplements non urbains qui, pour la plupart, ont disparu ou se sont transformés au cours du dernier siècle. Le tracé des rues, leur architecture et leur décoration, ainsi que l'intégration des maisons dans un vaste réseau d'alimentation d'eau, sont des vestiges uniques.;29.9044444400;"            Comté de Yi, ville de Huangshan, province du Anhui
          
            ";117.9875000000;Asie et pacifique;0;;Les deux villages traditionnels de Xidi et de Hongcun ont conservé à un degré remarquable l'aspect propre aux peuplements non urbains qui, pour la plupart, ont disparu ou se sont transformés au cours du dernier siècle. Le tracé des rues, leur architecture et leur décoration, ainsi que l'intégration des maisons dans un vaste réseau d'alimentation d'eau, sont des vestiges uniques.;Anciens villages du sud du Anhui – Xidi et Hongcun;Chine;0;1168
Cultural;(i)(ii)(iii);;2000;0;https://whc.unesco.org/fr/list/1003;1003;https://whc.unesco.org/uploads/sites/site_1003.jpg;cn;Les grottes et niches de Longmen abritent le plus grand et le plus impressionnant ensemble d'œuvres d'art chinoises des dynasties des Wei du Nord et Tang (316 - 907). Ces œuvres, dont les sujets touchent exclusivement à la religion bouddhiste, représentent l'apogée de l'art chinois de la sculpture sur pierre.;34.4666666700;"            Luoyang, province du Henan
          
            ";112.4666667000;Asie et pacifique;0;;Les grottes et niches de Longmen abritent le plus grand et le plus impressionnant ensemble d'œuvres d'art chinoises des dynasties des Wei du Nord et Tang (316 - 907). Ces œuvres, dont les sujets touchent exclusivement à la religion bouddhiste, représentent l'apogée de l'art chinois de la sculpture sur pierre.;Grottes de Longmen;Chine;0;1169
Cultural;(i)(ii)(iii)(iv)(vi);;2000;1;https://whc.unesco.org/fr/list/1004;1004;https://whc.unesco.org/uploads/sites/site_1004.jpg;cn;L’extension ajoute trois tombes impériales de la dynastie Qing à Liaoning aux tombes Ming inscrites en 2000 et 2003. Les trois tombes impériales de la dynastie Qing dans la province de Liaoning comprennent la tombe Yongling, la tombe Fuling et la tombe Zhaoling, toutes construites au XVIIe siècle. Erigées pour les empereurs fondateurs de la dynastie Qing et leurs ancêtres, ces tombes obéissent aux préceptes de la géomancie chinoise traditionnelle et de la théorie du fengshui. Elles offrent une riche décoration de statues en pierre, de bas-reliefs et de dalles ornées de dragons, illustrant l’évolution de l’architecture funéraire sous la dynastie Qing. Les trois complexes funéraires et leurs nombreux édifices conjuguent les traditions héritées des dynasties précédentes et les innovations de la civilisation mandchoue.;41.7072222200;"                        Nankin, province du Jiangsu (tombe Xiaoling) ; district de Changping, Beijing (tombes Ming)
            
            ";124.7938889000;Asie et pacifique;0;2003, 2004;L’extension ajoute trois tombes impériales de la dynastie Qing à Liaoning aux tombes Ming inscrites en 2000 et 2003. Les trois tombes impériales de la dynastie Qing dans la province de Liaoning comprennent la tombe Yongling, la tombe Fuling et la tombe Zhaoling, toutes construites au XVIIe siècle. Erigées pour les empereurs fondateurs de la dynastie Qing et leurs ancêtres, ces tombes obéissent aux préceptes de la géomancie chinoise traditionnelle et de la théorie du fengshui. Elles offrent une riche décoration de statues en pierre, de bas-reliefs et de dalles ornées de dragons, illustrant l’évolution de l’architecture funéraire sous la dynastie Qing. Les trois complexes funéraires et leurs nombreux édifices conjuguent les traditions héritées des dynasties précédentes et les innovations de la civilisation mandchoue.;Tombes impériales des dynasties Ming et Qing;Chine;0;1172
Cultural;(i)(ii)(iii)(iv);;2001;0;https://whc.unesco.org/fr/list/1039;1039;https://whc.unesco.org/uploads/sites/site_1039.jpg;cn;Les grottes de Yungang, à Datong, province du Shanxi, avec leurs 252 grottes et leurs 51 000 statues, représentent une réussite exceptionnelle de l'art rupestre bouddhique en Chine au Ve et au VIe siècle. Les Cinq Grottes, réalisées par Tan Yao avec une stricte unité du plan et de la conception, sont un chef d'œuvre classique de la première apogée de l'art rupestre bouddhique en Chine.;40.1097200000;"                                Datong, province du Shanxi
          
          
            ";113.1222200000;Asie et pacifique;0;;Les grottes de Yungang, à Datong, province du Shanxi, avec leurs 252 grottes et leurs 51 000 statues, représentent une réussite exceptionnelle de l'art rupestre bouddhique en Chine au Ve et au VIe siècle. Les Cinq Grottes, réalisées par Tan Yao avec une stricte unité du plan et de la conception, sont un chef d'œuvre classique de la première apogée de l'art rupestre bouddhique en Chine.;Grottes de Yungang;Chine;0;1213
Cultural;(ii)(iii)(iv)(vi);;2005;0;https://whc.unesco.org/fr/list/1110;1110;https://whc.unesco.org/uploads/sites/site_1110.jpg;cn;Macao, riche port marchand d’une grande importance stratégique dans l’essor du commerce international, a été un territoire sous administration portugaise du milieu du XVIe siècle à 1999, date à laquelle il passa sous souveraineté chinoise. Avec sa voie principale et ses bâtiments – résidentiels, religieux ou publics – portugais et chinois, le centre historique de Macao témoigne de la fusion unique d’influences esthétiques, culturelles, architecturales et technologiques de l’Orient et de l’Occident. Le site inclut également une forteresse et un phare qui est le plus ancien de Chine. Le site témoigne d’une des rencontres les plus anciennes et les plus durables entre la Chine et l’Occident, sur la base d’un commerce international florissant.;22.1912919444;"            Région administrative spéciale de Macao
            ";113.5364611111;Asie et pacifique;0;;Macao, riche port marchand d’une grande importance stratégique dans l’essor du commerce international, a été un territoire sous administration portugaise du milieu du XVIe siècle à 1999, date à laquelle il passa sous souveraineté chinoise. Avec sa voie principale et ses bâtiments – résidentiels, religieux ou publics – portugais et chinois, le centre historique de Macao témoigne de la fusion unique d’influences esthétiques, culturelles, architecturales et technologiques de l’Orient et de l’Occident. Le site inclut également une forteresse et un phare qui est le plus ancien de Chine. Le site témoigne d’une des rencontres les plus anciennes et les plus durables entre la Chine et l’Occident, sur la base d’un commerce international florissant.;Centre historique de Macao;Chine;0;1289
Cultural;(ii)(iii)(iv)(vi);;2006;0;https://whc.unesco.org/fr/list/1114;1114;https://whc.unesco.org/uploads/sites/site_1114.jpg;cn;;36.1266666666;"            Province de Henan
            ";114.3138888888;Asie et pacifique;0;;Le site archéologique de Yin Xu, proche de la ville d'Anyang, à quelque 500 km au sud de Beijing, fut la dernière capitale de l'ancienne dynastie Shang (1300-1046 av. J.-C.). Il témoigne de l'âge d'or de la culture, de l'artisanat et des sciences de la Chine antique, une période de grande prospérité de l'âge du bronze chinois. Beaucoup de tombes et palais royaux, prototypes de l'architecture chinoise postérieure, ont été mis à jour sur le site dont l'aire du Palais et les sanctuaires ancestraux royaux, où sont rassemblées plus de 80 fondations de maisons et la seule tombe d'un membre de la famille royale de la dynastie Shang encore intacte, le tombeau de Fu Hao. Un grand nombre de superbes objets funéraires y porte le témoignage du niveau avancé de l'artisanat Shang. Les inscriptions sur les ossements trouvés à Yin Xu et utilisés pour les oracles ont une valeur testimoniale immense sur le développement du plus ancien langage systématique écrit, sur les croyances et le système social anciens.;Yin Xu;Chine;0;1293
Cultural;(i)(ii)(iii)(iv)(v);;2004;0;https://whc.unesco.org/fr/list/1135;1135;https://whc.unesco.org/uploads/sites/site_1135.jpg;cn;Ce site comprend les vestiges archéologiques de 3 villes et 40 tombeaux : la ville de montagne de Wunu, la ville de Guonei et la ville de montagne de Wandu, 14 tombeaux impériaux et 26 tombeaux de nobles. Tous appartiennent à la culture koguryo qui doit son nom à la dynastie qui régna sur une partie de la Chine septentrionale et sur la moitié septentrionale de la péninsule coréenne entre 277 av. J.-C. et 668 apr. J.-C. La ville de montagne de Wunu n’a été que partiellement dégagée par les fouilles. La ville de Guonei, située sur le territoire de la ville moderne de Ji-an, joua le rôle de capitale secondaire après le transfert de la capitale principale de Koguryo à Pyongyang. La ville de montagne de Wandu, l’une des capitales du royaume de Koguryo, contient de nombreux vestiges dont un vaste palais et 37 tombeaux. Certains tombeaux renferment des plafonds à l’architecture savante, conçus pour coiffer de vastes espaces sans colonnes et supporter la lourde dalle de pierre ou le tertre qui les surmontait.;41.1569444400;"                                                Comté de Huanren, province du Liaoning et ville de Ji’an, province de Jilin
            
            
            
            ";126.1872222000;Asie et pacifique;0;;Ce site comprend les vestiges archéologiques de 3 villes et 40 tombeaux : la ville de montagne de Wunu, la ville de Guonei et la ville de montagne de Wandu, 14 tombeaux impériaux et 26 tombeaux de nobles. Tous appartiennent à la culture koguryo qui doit son nom à la dynastie qui régna sur une partie de la Chine septentrionale et sur la moitié septentrionale de la péninsule coréenne entre 277 av. J.-C. et 668 apr. J.-C. La ville de montagne de Wunu n’a été que partiellement dégagée par les fouilles. La ville de Guonei, située sur le territoire de la ville moderne de Ji-an, joua le rôle de capitale secondaire après le transfert de la capitale principale de Koguryo à Pyongyang. La ville de montagne de Wandu, l’une des capitales du royaume de Koguryo, contient de nombreux vestiges dont un vaste palais et 37 tombeaux. Certains tombeaux renferment des plafonds à l’architecture savante, conçus pour coiffer de vastes espaces sans colonnes et supporter la lourde dalle de pierre ou le tertre qui les surmontait.;Capitales et tombes de l’ancien royaume de Koguryo;Chine;0;1315
Natural;(x);;2006;0;https://whc.unesco.org/fr/list/1213;1213;https://whc.unesco.org/uploads/sites/site_1213.jpg;cn;;30.8333333333;"            Province de Sichuan
            ";103.0000000000;Asie et pacifique;0;;Les Sanctuaires du grand panda du Sichuan abritent plus de 30 % de la totalité mondiale de pandas géants en voie d’extinction, s’étendent sur 924 500 ha et comprennent sept réserves naturelles et neuf parcs paysagers dans les montagnes Qionglai et Jiajin. Les sanctuaires constituent aujourd’hui la plus grande zone contiguë d’habitat de ce panda - une relique des forêts paléotropiques de l’ère tertiaire. C’est aussi la plus importante source de grands pandas pour l’établissement de populations de l’espèce en captivité. De plus, les sanctuaires abritent un certain nombre d’espèces en danger à l’échelle mondiale comme le petit panda, la panthère des neiges et la panthère nébuleuse. Sur le plan botanique, il s’agit de l’un des sites les plus riches du monde, en dehors des forêts tropicales ombrophiles, avec sa flore qui compte entre 5 000 et 6 000 espèces appartenant à plus de 1 000 genres.; Sanctuaires du grand panda du Sichuan - Wolong, Mont Siguniang et Montagnes de Jiajin;Chine;0;1390
